brand,series,shade,productType,productTypeLabel,colorLine,colorTechnology,shadeSystem,level,levelName,reflectCode,meaning,developerPercent,developerVolume,colorFamily,confidence,grams,rows,customers
SCHWARZKOPF,IGORA ROYAL,12-21,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,12,High-lift blonde,21,High-lift blonde with Ash + Cendre reflect,,,Blonde,high,186,4,1
L'OREAL PROFESSIONNEL,DIA LIGHT,8.43,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,43,Light blonde with Copper + Gold reflect,,,Blonde,high,185,7,2
TO DEL.,L'OREAL PROFESSIONNEL,"5,1",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,5,Light brown,1,Light brown with Ash / blue reflect,,,Brown / dark blonde,high,184,7,1
TO DEL.,L'OREAL PROFESSIONNEL,RED MIX,mixer_corrector,Mixer / corrector / clear,L'OREAL PROFESSIONNEL,Unknown / supporting product,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,183,17,1
SCHWARZKOPF,IGORA ROYAL DEVELOPERS,9%   30 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Schwarzkopf Professional,Professional color / lightener family,,,,,"Stronger developer for highlights, balayage, and 2-3 levels of lift",9,30,,high,183,2,1
L'OREAL PROFESSIONNEL,COOL COVER,CC9.82,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,82,Very light blonde with Mocha + Iridescent / violet reflect,,,Blonde,high,176,4,2
L'OREAL PROFESSIONNEL,MAJIREL,6.8,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,8,Dark blonde with Mocha reflect,,,Brown / dark blonde,high,174,5,1
TO DEL.,L'OREAL PROFESSIONNEL,4,hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,4,Brown,0,Brown natural shade,,,Dark brown / black,high,171,6,2
L'OREAL PROFESSIONNEL,COOL COVER,CC9,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,0,Very light blonde natural shade,,,Blonde,high,168,3,2
L'OREAL PROFESSIONNEL,INOA SUPREME,9.32,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,9,Very light blonde,32,Very light blonde with Gold + Iridescent / violet reflect,,,Blonde,high,166,7,1
SCHWARZKOPF,IGORA ROYAL,5-00,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,5,Light brown,00,Light brown with Natural + Natural reflect,,,Brown / dark blonde,high,166,7,2
SUBTIL,/DEVELOPER,2.7% 9 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,/DEVELOPER,Unknown / supporting product,,,,,Low-volume Dia activator; standard deposit and tonal reveal,2.7,9,,high,166,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT,8.1,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,1,Light blonde with Ash / blue reflect,,,Blonde,high,165.5,14,3
L'OREAL PROFESSIONNEL,MAJIREL,6.13,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,13,Dark blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,163,6,1
L'OREAL PROFESSIONNEL,NEW INOA,5.25,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,5,Light brown,25,Light brown with Iridescent / violet + Mahogany / red-violet reflect,,,Brown / dark blonde,high,160,7,1
MATRIX,TONAL CONTROL,9G,hair_color_shade,Hair color shade,Matrix,Permanent or demi-permanent color family,Matrix,9,Very light blonde,0,Very light blonde with Neutral reflect,,,Blonde,high,159.5,5,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,6.3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,3,Dark blonde with Gold reflect,,,Brown / dark blonde,high,158.5,8,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,10,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,10,Lightest blonde,0,Lightest blonde natural shade,,,Blonde,high,158.5,4,1
WOW,KERATIN,all hair types,treatment_care,Treatment / care product,KERATIN,Unknown / supporting product,,,,,"Care, treatment, smoothing, repair, or support product rather than a hair color shade",,,,high,158,1,1
L'OREAL PROFESSIONNEL,LUO COLOR,P02,lightener_bleach,Lightener / bleach,L'Oréal Luo Color,Permanent / light-reflective color,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,156,5,1
MON PLATIN,DEVELOPERS 4 LITER,3% 10 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,DEVELOPERS 4 LITER,Unknown / supporting product,,,,,Oxidant / developer used to activate color or lightener,3,10,,high,154,2,2
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,8.21,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,21,Light blonde with Iridescent / violet + Ash / blue reflect,,,Blonde,high,153,4,1
SCHWARZKOPF,VARIO BLOND LIGHTENERS,SUPER PLUS XXL,lightener_bleach,Lightener / bleach,Schwarzkopf Professional,Professional color / lightener family,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,152,6,1
SCHWARZKOPF_CANADA,IGORA ROYAL,12%   40 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Schwarzkopf Professional,Professional color / lightener family,,,,,Maximum standard developer for high lift / bleach work,12,40,,high,152,1,1
L'OREAL PROFESSIONNEL,NEW INOA,7.42,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,7,Blonde,42,Blonde with Copper + Iridescent / violet reflect,,,Brown / dark blonde,high,150,5,1
L'OREAL PROFESSIONNEL,DIA COLOR,6.45,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,6,Dark blonde,45,Dark blonde with Copper + Mahogany / red-violet reflect,,,Brown / dark blonde,high,150,4,2
L'OREAL PROFESSIONNEL,DIA RICHESSE,3,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,3,Dark brown,0,Dark brown natural shade,,,Dark brown / black,high,144,4,2
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,10.01,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,143.5,6,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,8.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,1,Light blonde with Ash / blue reflect,,,Blonde,high,142,4,2
L'OREAL PROFESSIONNEL,MAJIREL,HL NEUTRAL,lightener_bleach,Lightener / bleach,L'Oréal Majirel,Permanent oxidative color,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,136.5,9,2
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,7.18,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,18,Blonde with Ash / blue + Mocha reflect,,,Brown / dark blonde,high,136.5,4,1
L'OREAL PROFESSIONNEL,DIA LIGHT,ASH,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,136,11,4
L'OREAL PROFESSIONNEL,DIA LIGHT,5.07,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,5,Light brown,07,Light brown with Natural + Green / matte reflect,,,Brown / dark blonde,high,136,4,1
L'OREAL PROFESSIONNEL,MAJIREL,CI5.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,1,Light brown with Ash / blue reflect,,,Brown / dark blonde,high,134,5,1
KEUNE,TINTA COLOR,3000,hair_color_shade,Hair color shade,Keune Tinta Color,Permanent color family,Keune,3,Dark brown,000,Dark brown with Natural + Natural + Natural reflect,,,Dark brown / black,high,133.5,15,1
L'OREAL PROFESSIONNEL,MAJIREL,2.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,2,Very dark brown,1,Very dark brown with Ash / blue reflect,,,Dark brown / black,high,133,5,2
L'OREAL PROFESSIONNEL,INOA SUPREME,10.31,mixer_corrector,Mixer / corrector / clear,L'Oréal INOA,Permanent oil-based color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,133,5,1
L'OREAL PROFESSIONNEL,DIA LIGHT,7.4,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,4,Blonde with Copper reflect,,,Brown / dark blonde,high,132,7,1
L'OREAL PROFESSIONNEL,NEW INOA,HR5.15,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,5,Light brown,15,Light brown with Ash / blue + Mahogany / red-violet reflect,,,Brown / dark blonde,high,127,5,1
WELLA PROFESSIONALS,WELLOXON DEVELOPERS,1.9%   6 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Wella Professionals,Professional color / developer / lightener family,,,,,Very low-volume Dia activator; subtle reflect / gloss / tone-on-tone,1.9,6,,high,127,2,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,6.13,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,13,Dark blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,123,3,1
L'OREAL PROFESSIONNEL,INOA SUPREME,4.25,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,4,Brown,25,Brown with Iridescent / violet + Mahogany / red-violet reflect,,,Dark brown / black,high,122,2,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.31,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,31,Blonde with Gold + Ash / blue reflect,,,Brown / dark blonde,high,121,5,2
L'OREAL PROFESSIONNEL,NEW INOA,9.31,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,9,Very light blonde,31,Very light blonde with Gold + Ash / blue reflect,,,Blonde,high,118.5,5,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,7.31,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,7,Blonde,31,Blonde with Gold + Ash / blue reflect,,,Brown / dark blonde,high,111,2,1
SCHWARZKOPF,VARIO BLOND LIGHTENERS,PLUS,lightener_bleach,Lightener / bleach,Schwarzkopf Professional,Professional color / lightener family,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,109,3,2
L'OREAL PROFESSIONNEL,DIA COLOR,6.8,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,6,Dark blonde,8,Dark blonde with Mocha reflect,,,Brown / dark blonde,high,107,3,2
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,9.11,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,9,Very light blonde,11,Very light blonde with Ash / blue + Ash / blue reflect,,,Blonde,high,106,11,1
L'OREAL PROFESSIONNEL,NEW INOA,2,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,2,Very dark brown,0,Very dark brown natural shade,,,Dark brown / black,high,104,5,1
SCHWARZKOPF,IGORA ROYAL DEVELOPERS,12%   40 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Schwarzkopf Professional,Professional color / lightener family,,,,,Maximum standard developer for high lift / bleach work,12,40,,high,103,1,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,4.35,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,35,Brown with Gold + Mahogany / red-violet reflect,,,Dark brown / black,high,101,4,1
L'OREAL PROFESSIONNEL,INOA SUPREME,10.13,mixer_corrector,Mixer / corrector / clear,L'Oréal INOA,Permanent oil-based color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,101,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,6.3,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,3,Dark blonde with Gold reflect,,,Brown / dark blonde,high,100,7,2
SCHWARZKOPF,IGORA ROYAL,4-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,4,Brown,0,Brown natural shade,,,Dark brown / black,high,100,3,2
EUGENE PERMA,SOLARIS,P7,lightener_bleach,Lightener / bleach,SOLARIS,Unknown / supporting product,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,98,4,1
SCHWARZKOPF,IGORA VIBRANCE,0-88,mixer_corrector,Mixer / corrector / clear,Schwarzkopf Professional,Professional color / lightener family,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,95,1,1
MATRIX,SO COLOR PRE-BONDED,10G,hair_color_shade,Hair color shade,Matrix,Permanent or demi-permanent color family,Matrix,10,Lightest blonde,0,Lightest blonde with Neutral reflect,,,Blonde,high,94,2,1
SCHWARZKOPF,BLONDME DEVELOPERS,6%   20 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Schwarzkopf Professional,Professional color / lightener family,,,,,Standard developer for grey coverage and 1-2 levels of lift,6,20,,high,92,1,1
L'OREAL PROFESSIONNEL,MAJIREL GLOW,LIGHT .12,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,12,Light tonal family shade / Very light blonde with Ash / blue + Iridescent / violet reflect,,,Blonde,medium,91,3,1
WELLA PROFESSIONALS,COLOR TOUCH DEVELOPERS,1.9%   6 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Wella Professionals,Professional color / developer / lightener family,,,,,Very low-volume Dia activator; subtle reflect / gloss / tone-on-tone,1.9,6,,high,89,3,1
SCHWARZKOPF,IGORA ROYAL,7-1,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,7,Blonde,1,Blonde with Cendre reflect,,,Brown / dark blonde,high,88,3,2
SCHWARZKOPF,IGORA ROYAL,6-1,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,6,Dark blonde,1,Dark blonde with Cendre reflect,,,Brown / dark blonde,high,87,3,1
L'OREAL PROFESSIONNEL,DIA LIGHT,MATTE,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,86,7,4
L'OREAL PROFESSIONNEL,DIA LIGHT,7.12,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,12,Blonde with Ash / blue + Iridescent / violet reflect,,,Brown / dark blonde,high,86,7,3
SCHWARZKOPF,IGORA ROYAL,6-00,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,6,Dark blonde,00,Dark blonde with Natural + Natural reflect,,,Brown / dark blonde,high,85,5,2
L'OREAL PROFESSIONNEL,NEW INOA,5.35,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,5,Light brown,35,Light brown with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,83,3,1
L'OREAL PROFESSIONNEL,COOL COVER,CC7.82,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,82,Blonde with Mocha + Iridescent / violet reflect,,,Brown / dark blonde,high,82,3,1
L'OREAL PROFESSIONNEL,LUO COLOR,"9,13",hair_color_shade,Hair color shade,L'Oréal Luo Color,Permanent / light-reflective color,L'Oréal / international dot system,9,Very light blonde,13,Very light blonde with Ash / blue + Gold reflect,,,Blonde,high,81,3,1
L'OREAL PROFESSIONNEL,MAJIREL,5.5,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,5,Light brown with Mahogany / red-violet reflect,,,Brown / dark blonde,high,80,2,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,8.28,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,28,Light blonde with Iridescent / violet + Mocha reflect,,,Blonde,high,79.5,4,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,7,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,0,Blonde natural shade,,,Brown / dark blonde,high,78,6,1
SCHWARZKOPF,IGORA VIBRANCE,5-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,5,Light brown,0,Light brown natural shade,,,Brown / dark blonde,high,78,3,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.8,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,8,Blonde with Mocha reflect,,,Brown / dark blonde,high,78,2,1
L'OREAL PROFESSIONNEL,DIA LIGHT,VIOLET,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,76,3,3
SCHWARZKOPF,IGORA ROYAL,7-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,7,Blonde,0,Blonde natural shade,,,Brown / dark blonde,high,76,3,1
TO DEL.,L'OREAL PROFESSIONNEL,"5,18",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,5,Light brown,18,Light brown with Ash / blue + Mocha reflect,,,Brown / dark blonde,high,76,3,2
L'OREAL PROFESSIONNEL,COOL COVER,CC8.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,1,Light blonde with Ash / blue reflect,,,Blonde,high,75,4,1
L'OREAL PROFESSIONNEL,INOA SUPREME,6.13,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,13,Dark blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,75,4,1
EUGENE PERMA,SOLARIS,D 25g,lightener_bleach,Lightener / bleach,SOLARIS,Unknown / supporting product,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,75,2,1
L'OREAL PROFESSIONNEL,X-TENSO,SENSITIVE HAIR,treatment_care,Treatment / care product,X-TENSO,Unknown / supporting product,,,,,"Care, treatment, smoothing, repair, or support product rather than a hair color shade",,,,high,75,1,1
L'OREAL PROFESSIONNEL,MAJIREL,CI7.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,1,Blonde with Ash / blue reflect,,,Brown / dark blonde,high,74,2,1
L'OREAL PROFESSIONNEL,DIA LIGHT,9.2,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,9,Very light blonde,2,Very light blonde with Iridescent / violet reflect,,,Blonde,high,74,2,1
TO DEL.,L'OREAL PROFESSIONNEL,"4,0",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,4,Brown,0,Brown natural shade,,,Dark brown / black,high,72,1,1
L'OREAL PROFESSIONNEL,INOA SUPREME,6.31,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,31,Dark blonde with Gold + Ash / blue reflect,,,Brown / dark blonde,high,71,2,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.35,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,35,Blonde with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,70,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,6.28,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,28,Dark blonde with Iridescent / violet + Mocha reflect,,,Brown / dark blonde,high,66,2,1
L'OREAL PROFESSIONNEL,NEW INOA,9.32,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,9,Very light blonde,32,Very light blonde with Gold + Iridescent / violet reflect,,,Blonde,high,63,2,1
PURE IDENTITY,FOUNDATION PURE,7/1,hair_color_shade,Hair color shade,FOUNDATION PURE,Unknown / supporting product,L'Oréal / international dot system,7,Blonde,1,Blonde with Ash / blue reflect,,,Brown / dark blonde,high,63,2,1
TO DEL.,L'OREAL PROFESSIONNEL,"7,31",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,7,Blonde,31,Blonde with Gold + Ash / blue reflect,,,Brown / dark blonde,high,62.5,4,1
L'OREAL PROFESSIONNEL,NEW INOA,5.3 F,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,5,Light brown,3,Light brown with Gold reflect,,,Brown / dark blonde,high,62,4,1
MATRIX,SO COLOR PRE-BONDED,9G,hair_color_shade,Hair color shade,Matrix,Permanent or demi-permanent color family,Matrix,9,Very light blonde,0,Very light blonde with Neutral reflect,,,Blonde,high,62,2,1
NOUVELLE,BLEACHERS & DEVELOPERS,Deco 9,developer_oxidant,Developer / oxidant / cream peroxide,Lightener / bleach,Lightening product,,,,,Oxidant / developer used to activate color or lightener,,,,medium,61,1,1
SCHWARZKOPF,IGORA ROYAL,9-1,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,9,Very light blonde,1,Very light blonde with Cendre reflect,,,Blonde,high,60,4,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,10.31,mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,60,1,1
SCHWARZKOPF,BLONDME LIGHTENERS,CLAY LIGHTENER 7+,lightener_bleach,Lightener / bleach,Schwarzkopf Professional,Professional color / lightener family,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,60,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT,5.8,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,5,Light brown,8,Light brown with Mocha reflect,,,Brown / dark blonde,high,59,2,1
L'OREAL PROFESSIONNEL,DIA LIGHT,GOLD/YELLOW,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,58.5,9,3
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,9.13,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,13,Very light blonde with Ash / blue + Gold reflect,,,Blonde,high,56,2,1
L'OREAL PROFESSIONNEL,LUO COLOR,5,hair_color_shade,Hair color shade,L'Oréal Luo Color,Permanent / light-reflective color,L'Oréal / international dot system,5,Light brown,0,Light brown natural shade,,,Brown / dark blonde,high,55,3,1
SCHWARZKOPF,IGORA ROYAL,7-00,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,7,Blonde,00,Blonde with Natural + Natural reflect,,,Brown / dark blonde,high,55,3,1
SCHWARZKOPF,CHROMA ID,"9,5-1",hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / Chroma ID variant,9,Very light blonde,5-1,Very light blonde with Gold and Cendre tone direction,,,Blonde,medium,55,1,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.45,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,45,Blonde with Copper + Mahogany / red-violet reflect,,,Brown / dark blonde,high,54,4,1
L'OREAL PROFESSIONNEL,NEW INOA,6.2,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,2,Dark blonde with Iridescent / violet reflect,,,Brown / dark blonde,high,53,1,1
L'OREAL PROFESSIONNEL,MAJIREL,7.8,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,8,Blonde with Mocha reflect,,,Brown / dark blonde,high,52,3,1
SCHWARZKOPF,IGORA ROYAL,8-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,8,Light blonde,0,Light blonde natural shade,,,Blonde,high,52,2,1
SCHWARZKOPF,IGORA ROYAL,12-11,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,12,High-lift blonde,11,High-lift blonde with Cendre + Cendre reflect,,,Blonde,high,52,1,1
L'OREAL PROFESSIONNEL,INOA SUPREME,7.31,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,7,Blonde,31,Blonde with Gold + Ash / blue reflect,,,Brown / dark blonde,high,51,3,1
SCHWARZKOPF,IGORA ROYAL DEVELOPERS,3%   10 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Schwarzkopf Professional,Professional color / lightener family,,,,,Oxidant / developer used to activate color or lightener,3,10,,high,51,1,1
L'OREAL PROFESSIONNEL,MAJIREL,5.024,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,024,Light brown with Natural + Iridescent / violet + Copper reflect,,,Brown / dark blonde,high,50,3,1
L'OREAL PROFESSIONNEL,X-TENSO,NATURAL HAIR,treatment_care,Treatment / care product,X-TENSO,Unknown / supporting product,,,,,"Care, treatment, smoothing, repair, or support product rather than a hair color shade",,,,high,50,1,1
MK PROFESSIONAL,MAJESTIC,HAIR BOTOX,treatment_care,Treatment / care product,MAJESTIC,Unknown / supporting product,,,,,"Care, treatment, smoothing, repair, or support product rather than a hair color shade",,,,high,50,1,1
SCHWARZKOPF,IGORA ROYAL,5-99,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,5,Light brown,99,Light brown with Violet + Violet reflect,,,Brown / dark blonde,high,49.5,4,1
